Id|País|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|TIPO
87|Suiça|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3055|117|856|270|0|16830|0|0|3465|3780|1620|10936|1080|270|1890|0|2704|672|1074|ESPUMANTES
88|Suriname|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|31|8|0|0|0|2|0|880|ESPUMANTES
89|Tailandia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|16|22|ESPUMANTES
90|Taiwan (Formosa)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2706|1507|0|5|995|1255|ESPUMANTES
91|Trinidade e Tobago|0|0|0|0|0|0|0|0|475|785|9504|0|0|0|0|0|0|0|0|0|0|1077|0|0|1942|435|558|0|0|0|0|0|0|0|0|0|3|0|0|0|18|0|383|0|315|0|0|0|0|0|0|0|ESPUMANTES
92|Turquia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|18|74|ESPUMANTES
93|Uruguai|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|240|13|396|1814|5040|1212|176|0|143|0|1075|0|0|0|472|0|0|22717|34463|19574|7656|13237|9265|2808|1796|0|ESPUMANTES
94|Vanuatu|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|ESPUMANTES
95|Venezuela|0|0|0|0|0|0|0|0|0|0|0|0|13280|19706|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1470|0|2|0|16|455|5|450|0|0|ESPUMANTES
96|Vietnã|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|675|189|0|0|0|0|0|0|0|0|0|0|144|ESPUMANTES
97|Outros(1)|5132|0|1200|144|0|0|1544|0|113|1040|1786|1009|219|60|0|3108|960|36|14538|5112|0|35306|628|1227|0|0|0|0|42|0|0|974|494|0|0|0|0|3082|0|0|0|0|0|0|0|0|0|0|0|0|0|0|ESPUMANTES
1|Africa do Sul|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15300|0|0|0|0|0|0|0|0|0|8|44|0|UVAS FRESCAS
2|Alemanha, República Democrática|0|135|0|0|3840|0|0|360|11700|21500|26075|137426|129799|95060|204983|115448|214355|65222|423894|253816|153036|81080|48885|272018|568342|209330|89400|49088|14400|173400|778979|966420|908683|1121634|838673|889813|818198|2256707|1297991|759594|713942|1167243|1021075|2457655|1649514|3277187|2384112|3353831|2870420|1863097|1371694|1461590|UVAS FRESCAS
3|Angola|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|150|4523|72|6081|2426|0|0|0|1604|0|20|0|0|0|80|408|4032|1079|1803|82055|76618|0|0|33860|29700|0|0|350|0|0|0|0|0|15|75|0|0|UVAS FRESCAS
4|Antígua e Barbuda|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|65|190|304|437|UVAS FRESCAS
5|Arabia Saudita|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|47328|0|0|15300|0|0|0|61200|0|0|14725|167731|32325|2818|UVAS FRESCAS
6|Argélia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20672|0|0|0|UVAS FRESCAS
7|Argentina|0|0|0|0|0|0|0|0|0|3000|60900|7200|80000|0|19375|41510|22125|20540|14400|0|0|238141|1900019|3058548|1771639|802225|1252412|1278452|1872997|3908790|3927331|3774183|388148|640118|571894|299444|336434|475525|724192|414008|446280|264816|170851|32640|0|0|1156368|2872152|1536650|1186878|2002784|4606314|UVAS FRESCAS
8|Áustria|0|0|0|0|0|0|0|0|0|0|0|0|0|90|1160|2635|2195|400|1600|608|0|0|0|0|0|0|0|0|0|0|0|0|0|928|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
9|Bahamas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25630|2869|3208|3482|UVAS FRESCAS
10|Bahrein|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13600|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
11|Bangladesh|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|17|UVAS FRESCAS
12|Barbados|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|110|83|180|UVAS FRESCAS
13|Barein|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|958|250|277|UVAS FRESCAS
14|Bélgica|0|0|0|0|2000|0|200|240|0|25|100|64157|55055|111441|96354|97383|88893|81663|225790|69116|154695|73674|48992|88296|35236|9055|14176|16916|43616|177960|1102248|257310|456544|397723|124936|41018|707707|2251500|3163866|1507559|1777534|122727|0|0|16848|88832|0|0|150493|176918|12757|202|UVAS FRESCAS
15|Belize|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|20|55|UVAS FRESCAS
16|Bermudas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|23|228|390|96|UVAS FRESCAS
17|Bolívia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1200|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|0|0|0|0|0|10|0|92974|436800|UVAS FRESCAS
18|Bosnia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|52|447|0|UVAS FRESCAS
19|Brasil|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|0|70|UVAS FRESCAS
20|Bulgária|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|100|0|UVAS FRESCAS
21|Burquina Faso|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|0|UVAS FRESCAS
22|Cabo Verde|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2348|491|0|0|0|1980|2364|992|50|0|86|10|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
23|Camores|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|10|0|UVAS FRESCAS
24|Canadá|0|0|0|0|0|0|0|0|0|0|0|88650|188718|99157|182573|388481|644172|206020|201117|310468|141913|156216|233716|305126|153739|9987|1008|57184|63511|58600|41184|101824|137253|136575|119840|406445|778444|1516231|739519|688878|716985|834800|751591|725927|292980|239200|110752|12983|36798|24565|86635|321755|UVAS FRESCAS
25|Catar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1100|81|336|5615|UVAS FRESCAS
26|Cayman, Ilhas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|61|216|341|372|UVAS FRESCAS
27|Chile|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|25|189|266|109|UVAS FRESCAS
28|China|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15300|0|93976|0|0|0|0|0|0|0|0|0|0|0|418|1113|1197|1744|UVAS FRESCAS
29|Chipre|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|414|2173|3407|2590|UVAS FRESCAS
30|Cingapura|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11480|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1705|7081|6933|0|UVAS FRESCAS
31|Colombia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|39360|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|10|UVAS FRESCAS
32|Congo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|UVAS FRESCAS
33|Coreia do Norte|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|0|UVAS FRESCAS
34|Coreia do Sul|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|54|270|226|245|UVAS FRESCAS
35|Costa do Marfim|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2600|0|0|1572|2560|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|0|0|UVAS FRESCAS
36|Coveite|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0|0|0|0|0|0|1572|20023|UVAS FRESCAS
37|Croácia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|10|UVAS FRESCAS
38|Curaçao|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|UVAS FRESCAS
39|Dinamarca|0|0|0|0|0|0|0|0|0|1600|0|0|5840|6500|9320|14531|30080|40379|75024|21869|25616|14240|12225|3024|0|0|7425|0|0|0|25365|0|61200|303820|152400|26430|26730|41600|414062|251800|364955|12480|12480|111100|97760|118565|12000|0|102775|56095|62450|109922|UVAS FRESCAS
40|Djibuti|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|0|UVAS FRESCAS
41|Egito|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|20|0|10|UVAS FRESCAS
42|Emirados Arabes Unidos|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|38400|19200|0|16320|33435|160700|16728|80784|50184|65280|233100|918000|1341949|1648528|1645205|365615|240422|220576|99808|UVAS FRESCAS
43|Eslovenia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|10|0|UVAS FRESCAS
44|Espanha|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1000|0|0|0|0|0|0|0|0|5000|0|39960|0|41112|0|148107|123770|172554|76038|77556|0|0|127930|12480|0|0|0|0|14400|28872|494802|1094483|1743131|4554938|UVAS FRESCAS
45|Estados Unidos|0|0|0|0|0|0|0|0|0|0|0|4500|500|178908|36191|139816|167969|143867|238608|55064|65106|0|0|0|132000|399600|6000|0|0|0|306693|69105|323110|547880|1397270|5419388|13822334|11025955|19027635|12444690|13128195|16251053|8825628|2666978|61300|500450|425988|1820656|2682088|6117999|7879841|13610118|UVAS FRESCAS
46|Falkland (Ilhas Malvinas)|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|0|0|0|0|0|0|0|31|20|15|20|UVAS FRESCAS
47|Faroé, Ilhas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|0|UVAS FRESCAS
48|Filipinas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15909|0|0|0|0|0|0|0|114|594|441|317|UVAS FRESCAS
49|Finlândia|0|0|0|0|0|0|0|0|0|0|0|800|500|0|0|0|0|1520|0|0|0|0|0|0|0|0|0|0|15000|137415|24045|0|14490|0|14400|28800|15300|0|24580|58825|36500|0|109278|304120|152500|123500|24000|111720|0|0|0|12480|UVAS FRESCAS
50|França|0|0|244|11161|3185|2920|1088|2240|2080|6381|910|22045|92546|54429|121827|83613|128407|52422|112620|78733|78212|86157|522096|697261|211043|7256|11760|11328|45996|11520|10880|14992|15310|16630|30600|212817|61200|5908|0|0|0|0|0|0|0|0|0|63|816|3091|1419|367|UVAS FRESCAS
51|Gana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|0|0|0|20|0|0|0|0|0|0|0|0|0|0|0|0|0|100|UVAS FRESCAS
52|Georgia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|26928|0|0|UVAS FRESCAS
53|Gibraltar|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|69|231|243|198|UVAS FRESCAS
54|Grêcia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1456|2650|2802|4029|UVAS FRESCAS
55|Guadalupe|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19200|72900|92100|32640|15300|15300|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
56|Guiana|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1432|3116|UVAS FRESCAS
57|Guiana Francesa|0|0|0|0|0|0|0|0|0|0|0|80|0|0|0|0|0|455|10008|0|0|0|0|0|0|0|0|0|0|426|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|64|0|0|0|UVAS FRESCAS
58|Guine Equatorial|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|34|30|143|0|80|2912|4000|0|0|0|0|0|0|0|UVAS FRESCAS
59|Honduras|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|UVAS FRESCAS
60|Hong Kong|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13230|0|0|0|0|0|15640|0|0|0|0|0|0|0|0|0|0|1105|18566|19362|27507|UVAS FRESCAS
61|Ilha de Man|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|48|150|136|230|UVAS FRESCAS
62|Ilhas Virgens|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
63|Índia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|341|560|502|423|UVAS FRESCAS
64|Indonésia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12560|64720|0|40875|0|0|0|38400|53700|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|0|UVAS FRESCAS
65|Irã|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|509|218|230|UVAS FRESCAS
66|Irlanda|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60397|14850|59171|336410|764178|628605|220120|88760|61300|80500|0|0|162885|199402|143330|514814|805090|1493198|UVAS FRESCAS
67|Islandia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12000|0|13000|0|40|0|UVAS FRESCAS
68|Itália|0|0|0|0|0|0|0|0|0|0|0|0|8029|4158|9711|3474|7727|12736|0|4347|3564|5662|25464|0|0|0|0|0|0|0|0|0|1980|13645|78336|121280|109500|91454|145500|103500|115000|115000|118705|48000|0|0|0|0|28|154|118|10095|UVAS FRESCAS
69|Japão|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|239|721|779|476|UVAS FRESCAS
70|Jérsei|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|0|0|UVAS FRESCAS
71|Jordânia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|265|31|0|UVAS FRESCAS
72|Letonia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32400|0|0|0|0|0|0|0|0|30|40|0|UVAS FRESCAS
73|Líbano|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|85|33|25|UVAS FRESCAS
74|Libéria|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1297|9242|10238|10468|UVAS FRESCAS
75|Líbia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|20|0|UVAS FRESCAS
76|Lituania|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15912|0|30762|120780|195696|94212|45900|140380|114350|111944|119288|255411|133236|0|0|0|0|0|15150|UVAS FRESCAS
77|Luxemburgo|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4320|0|0|0|0|1416|0|7|0|0|UVAS FRESCAS
78|Malasia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|30|20|2065|1159|UVAS FRESCAS
79|Malta|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|689|4094|4282|5445|UVAS FRESCAS
80|Marrocos|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|10|UVAS FRESCAS
81|Marshall, Ilhas|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1430|9668|13769|12996|UVAS FRESCAS
82|Martinica|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|76800|130390|16320|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
83|Mauricio|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24000|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
84|Mauritânia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|16|UVAS FRESCAS
85|Mexico|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|UVAS FRESCAS
86|Mônaco|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|20|0|UVAS FRESCAS
87|Mongólia|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|0|UVAS FRESCAS
88|Montenegro|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|40|33|UVAS FRESCAS
89|Nigéria|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|61200|0|0|0|0|0|0|UVAS FRESCAS
90|Noruega|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6023|10515|27415|3514|560|0|0|0|0|0|0|0|11400|12000|13200|38400|104400|86270|280434|370025|304900|696600|954200|1624180|1434054|1406774|1016725|963990|1273703|1213647|918992|604000|661500|518000|168732|277423|183232|255034|UVAS FRESCAS
91|Omã|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|60|43|0|UVAS FRESCAS
92|Países Baixos|0|0|2000|6808|85|0|0|0|0|72096|12961|18245|48923|108182|49977|344130|873665|136137|839757|543182|572173|1258588|2464429|5434518|2742027|4198450|2604339|1986904|2005000|3052456|6850736|13252083|18432542|26079211|18923782|31845812|33642617|40604569|34413288|22662669|26149217|25334471|26638825|20822086|14927182|17860220|16136676|24328153|22330171|19526035|20360309|32469515|UVAS FRESCAS
93|Panamá|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1675|8349|10170|10378|UVAS FRESCAS
94|Paquistão|0|0|0|0|0|0|0|0|0|0|0|0|1500|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|48|UVAS FRESCAS
95|Paraguai|0|0|0|0|0|0|0|0|0|0|0|29542|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6480|43760|15345|0|504|0|0|0|0|0|0|0|0|577|0|2005|0|0|0|0|0|0|0|3750|450|UVAS FRESCAS
